id_piece,type_piece,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere
AN-004380,ACTE_NAISSANCE,KIKI,Salamatou,1991-07-20,F,0503,ADJOVI Gisèle
AN-004381,ACTE_NAISSANCE,KOUKPAKI,Espérance,1987-01-09,F,0703,YAROU Bernice
AN-004382,ACTE_NAISSANCE,VODOUNON,Romaric,1970-03-31,M,0205,HOUESSOU Ayaba
AN-004383,ACTE_NAISSANCE,IDRISSOU,Mariam,2014-08-19,F,0207,FASSINOU Fatoumata
AN-004384,ACTE_NAISSANCE,HOUNSOU,Espérance Judith,1996-04-14,F,1207,DOSSOU Aïcha
AN-004385,ACTE_NAISSANCE,TCHIBOZO,Sèmèvo Fatoumata,2019-08-23,F,1005,ADJOVI Nadège
CC-004386,CARTE_CONSULAIRE,SOSSOU,Judith,1986-01-28,F,1205,TCHIBOZO Aïcha
AN-004387,ACTE_NAISSANCE,HOUNSOU,Flore Judith,1966-07-27,F,0504,FASSINOU Estelle
AN-004388,ACTE_NAISSANCE,AGOSSOU,Flore,2001-07-12,F,1103,ADJOVI Rachidatou
AN-004389,ACTE_NAISSANCE,KPADONOU,Estelle Flore,1991-12-26,F,0101,YAROU Chimène
AN-004390,ACTE_NAISSANCE,ZANNOU,Ayaba Prudence,2001-02-11,F,0304,ZINSOU Mariam
AN-004391,ACTE_NAISSANCE,DOSSOU,Bernice Sènami,2003-04-02,F,1005,BONI Ayaba
AN-004392,ACTE_NAISSANCE,HOUNSOU,Codjo Brice,2010-11-22,M,1003,SOSSOU Chimène
PP-004393,PASSEPORT,TOGBE,Gisèle,1970-11-30,F,0103,YAROU Judith
CC-004394,CARTE_CONSULAIRE,TCHIBOZO,Salamatou Espérance,2005-02-19,F,0702,CODJIA Rachidatou
CC-004395,CARTE_CONSULAIRE,AKPOVI,Espérance,1968-04-10,F,0505,SOSSOU Salamatou
AN-004396,ACTE_NAISSANCE,CHABI,Nadège,1974-01-22,F,0403,LOKONON Aïcha
AN-004397,ACTE_NAISSANCE,TCHIBOZO,Serge,2011-10-21,M,0505,DOSSOU Rosine
AN-004398,ACTE_NAISSANCE,SOSSOU,Estelle,1970-12-03,F,0101,GLELE Bernice
AN-004399,ACTE_NAISSANCE,SAGBO,Prudence Ayaba,2013-07-16,F,0901,LOKONON Chimène
AN-004400,ACTE_NAISSANCE,TOSSOU,Salamatou,1957-08-02,F,1002,BIO Rachidatou
AN-004401,ACTE_NAISSANCE,SOULEY,Sèmèvo,1987-09-25,F,0201,IDRISSOU Prudence
CC-004402,CARTE_CONSULAIRE,KOUKPAKI,Gisèle,1984-08-18,F,1005,BIO Ayaba
AN-004403,ACTE_NAISSANCE,SAGBO,Justin,1982-09-25,M,0603,KIKI Espérance
AN-004404,ACTE_NAISSANCE,SOULEY,Ibrahim,2012-09-07,M,0606,QUENUM Estelle
CC-004405,CARTE_CONSULAIRE,HOUNGBO,Moussa Justin,1978-10-01,M,0906,ADJOVI Rachidatou
AN-004406,ACTE_NAISSANCE,NOUATIN,Codjo Comlan,2012-12-01,M,0407,KIKI Ayaba
PP-004407,PASSEPORT,HOUESSOU,Salamatou,2020-03-13,F,1002,SOSSOU Judith
PP-004408,PASSEPORT,OSSENI,Mahougnon Fidèle,1978-11-02,M,1003,SOSSOU Espérance
AN-004409,ACTE_NAISSANCE,FASSINOU,Sènami Estelle,1992-04-29,F,1006,ZANNOU Ayaba
AN-004410,ACTE_NAISSANCE,KPADONOU,Yves,1963-03-18,M,0408,TOGBE Salamatou
PP-004411,PASSEPORT,AHOYO,Bernice,2016-11-01,F,1208,OSSENI Espérance
AN-004412,ACTE_NAISSANCE,SOSSOU,Fatoumata,1960-05-17,F,0308,KOUKPAKI Mariam
CC-004413,CARTE_CONSULAIRE,ALLADAYE,Ulrich,1989-01-02,M,0308,IDRISSOU Aïcha
AN-004414,ACTE_NAISSANCE,VODOUNON,Ayaba,1986-02-25,F,0604,MENSAH Rosine
AN-004415,ACTE_NAISSANCE,ASSOGBA,Fabrice,1999-04-28,M,1202,ZINSOU Prudence
AN-004416,ACTE_NAISSANCE,TOGBE,Ghislain Bienvenu,2011-04-29,M,0503,HOUNGBO Aïcha
AN-004417,ACTE_NAISSANCE,AMOUSSOU,Yves,2002-02-10,M,0502,MENSAH Nadège
PP-004418,PASSEPORT,ALLADAYE,Gildas,2000-10-02,M,0604,DANSOU Prudence
AN-004419,ACTE_NAISSANCE,HOUESSOU,Carine,1991-11-16,F,0704,TOGBE Chimène
AN-004420,ACTE_NAISSANCE,NOUATIN,Yves,1984-08-16,M,0701,AHOUANSOU Flore
CC-004421,CARTE_CONSULAIRE,AGBODJAN,Judith Fatoumata,1998-07-13,F,0308,TOGBE Aïcha
AN-004422,ACTE_NAISSANCE,CODJIA,Gildas,1987-06-22,M,0603,KOUKPAKI Bernice
AN-004423,ACTE_NAISSANCE,KOUKPAKI,Espérance,2016-03-04,F,1103,LOKONON Judith
CC-004424,CARTE_CONSULAIRE,ZINSOU,Koffi,1992-08-08,M,0704,DOSSOU Bernice
AN-004425,ACTE_NAISSANCE,HOUESSOU,Ulrich,1961-09-11,M,0204,DANSOU Bernice
AN-004426,ACTE_NAISSANCE,KOUKPAKI,Estelle Nadège,1974-03-18,F,1004,MENSAH Chimène
CC-004427,CARTE_CONSULAIRE,OSSENI,Ulrich Koffi,1977-04-29,M,1102,FASSINOU Ayaba
AN-004428,ACTE_NAISSANCE,ZANNOU,Romaric Ibrahim,1985-10-27,M,1102,ZINSOU Chimène
AN-004429,ACTE_NAISSANCE,CODJIA,Yves,2005-02-09,M,1101,HOUNSOU Sèmèvo
AN-004430,ACTE_NAISSANCE,SAGBO,Rachid Mahougnon,1957-09-27,M,0208,SAGBO Rachidatou
AN-004431,ACTE_NAISSANCE,SAGBO,Espérance,2008-11-25,F,1005,SOSSOU Salamatou
AN-004432,ACTE_NAISSANCE,CHABI,Mahougnon,1959-03-30,M,0406,HOUNGBO Flore
PP-004433,PASSEPORT,FASSINOU,Bienvenu Yves,1987-05-14,M,0704,KPADONOU Judith
AN-004434,ACTE_NAISSANCE,YAROU,Romaric,1990-01-24,M,0403,HOUNGBO Sèmèvo
PP-004435,PASSEPORT,ADJOVI,Fabrice,2007-08-07,M,1204,TOSSOU Mariam
CC-004436,CARTE_CONSULAIRE,ADANDE,Estelle Bernice,1986-12-30,F,0208,DANSOU Bernice
PP-004437,PASSEPORT,SOULEY,Rosine,1997-03-24,F,0301,IDRISSOU Flore
PP-004438,PASSEPORT,ASSOGBA,Yves,2009-01-16,M,0603,HOUNGBO Mariam
AN-004439,ACTE_NAISSANCE,GLELE,Nadège,1976-12-19,F,0402,TOSSOU Espérance
PP-004440,PASSEPORT,OSSENI,Flore,2008-07-11,F,0406,ADJOVI Prudence
AN-004441,ACTE_NAISSANCE,SOSSOU,Moussa,1987-12-30,M,0208,AGBODJAN Estelle
AN-004442,ACTE_NAISSANCE,TCHIBOZO,Chimène,1996-04-28,F,0502,ADANDE Ayaba
CC-004443,CARTE_CONSULAIRE,AGBODJAN,Serge Brice,1957-02-28,M,0303,ADJOVI Nadège
AN-004444,ACTE_NAISSANCE,DOSSOU,Arnaud,2011-10-21,M,0206,AMOUSSOU Sènami
AN-004445,ACTE_NAISSANCE,IDRISSOU,Gildas,1968-06-24,M,0701,SAGBO Ayaba
AN-004446,ACTE_NAISSANCE,HOUNKPATIN,Romaric,1989-12-20,M,1105,DANSOU Prudence
AN-004447,ACTE_NAISSANCE,AMOUSSOU,Comlan,2009-03-31,M,1104,ADJOVI Salamatou
AN-004448,ACTE_NAISSANCE,FASSINOU,Mahougnon,2007-10-18,M,0801,TOSSOU Sènami
AN-004449,ACTE_NAISSANCE,KPADONOU,Prudence Rachidatou,1977-05-31,F,0203,YAROU Sylvie
CC-004450,CARTE_CONSULAIRE,BONI,Gisèle,1984-03-04,F,0402,SOSSOU Aïcha
AN-004451,ACTE_NAISSANCE,HOUNGBO,Ibrahim Mahougnon,1998-07-10,M,1102,DOSSOU Ayaba
AN-004452,ACTE_NAISSANCE,GBAGUIDI,Rosine,1998-05-26,F,1004,SOULEY Nadège
AN-004453,ACTE_NAISSANCE,KIKI,Yves,2001-04-29,M,0302,AKPOVI Gisèle
AN-004454,ACTE_NAISSANCE,ADJOVI,Espérance,1996-03-31,F,0702,AMOUSSOU Prudence
AN-004455,ACTE_NAISSANCE,GBAGUIDI,Comlan Fabrice,1986-08-24,M,0403,TCHIBOZO Estelle
PP-004456,PASSEPORT,ASSOGBA,Sylvie,1967-05-14,F,0408,BIO Rachidatou
AN-004457,ACTE_NAISSANCE,IDRISSOU,Chimène,1975-05-17,F,0205,DOSSOU Sènami
CC-004458,CARTE_CONSULAIRE,VODOUNON,Moussa,1999-05-20,M,0603,GLELE Rachidatou
CC-004459,CARTE_CONSULAIRE,KIKI,Codjo Ulrich,2002-04-08,M,0602,CHABI Espérance
AN-004460,ACTE_NAISSANCE,MENSAH,Rachid Koffi,1992-12-31,M,1203,KOUKPAKI Flore
AN-004461,ACTE_NAISSANCE,AMOUSSOU,Bienvenu,1980-03-13,M,0401,DOSSOU Gisèle
AN-004462,ACTE_NAISSANCE,MENSAH,Justin Mahougnon,1990-08-21,M,0904,VODOUNON Sèmèvo
PP-004463,PASSEPORT,HOUNSOU,Gildas,1956-01-10,M,1102,YAROU Nadège
AN-004464,ACTE_NAISSANCE,MENSAH,Flore,1957-03-12,F,0801,QUENUM Sènami
AN-004465,ACTE_NAISSANCE,HOUNKPATIN,Carine,1955-06-23,F,0307,HOUNKPATIN Bernice
AN-004466,ACTE_NAISSANCE,HOUNGBO,Ayaba,1991-10-08,F,0302,TOGBE Flore
AN-004467,ACTE_NAISSANCE,VODOUNON,Chimène Salamatou,1980-09-05,F,0702,BONI Carine
AN-004468,ACTE_NAISSANCE,ASSOGBA,Ulrich,1987-03-23,M,0902,AHOYO Carine
AN-004469,ACTE_NAISSANCE,KIKI,Fabrice,2007-07-11,M,0701,AHOYO Rosine
AN-004470,ACTE_NAISSANCE,AGBODJAN,Judith,1970-09-19,F,1205,LOKONON Sylvie
AN-004471,ACTE_NAISSANCE,ZINSOU,Romaric Fabrice,1983-06-20,M,1003,AMOUSSOU Sèmèvo
PP-004472,PASSEPORT,ADANDE,Justin Bienvenu,2002-05-02,M,0403,AGBODJAN Rosine
AN-004473,ACTE_NAISSANCE,FASSINOU,Codjo Ghislain,1965-07-05,M,1205,AHOYO Flore
PP-004474,PASSEPORT,GLELE,Estelle,1993-02-16,F,1203,GBAGUIDI Salamatou
AN-004475,ACTE_NAISSANCE,MENSAH,Sèmèvo,2009-09-07,F,1102,TCHIBOZO Sènami
AN-004476,ACTE_NAISSANCE,ZINSOU,Mahougnon Comlan,2004-01-27,M,0704,AGBODJAN Bernice
CC-004477,CARTE_CONSULAIRE,ASSOGBA,Moussa Bienvenu,2000-04-06,M,0307,HOUNSOU Nadège
AN-004478,ACTE_NAISSANCE,AGBODJAN,Rachidatou,1939-04-12,F,0504,ZANNOU Nadège
AN-004479,ACTE_NAISSANCE,ADANDE,Ghislain Moussa,2001-09-04,M,1203,ZINSOU Sylvie
CC-004480,CARTE_CONSULAIRE,TCHIBOZO,Rosine,2017-12-12,F,0501,YAROU Prudence
AN-004481,ACTE_NAISSANCE,VODOUNON,Bernice,1981-11-10,F,1008,BIO Nadège
AN-004482,ACTE_NAISSANCE,CHABI,Judith,2010-06-24,F,0105,AKPOVI Nadège
AN-004483,ACTE_NAISSANCE,DANSOU,Yves,1997-05-25,M,0903,IDRISSOU Bernice
AN-004484,ACTE_NAISSANCE,KPADONOU,Yves,1977-03-17,M,0209,AHOYO Judith
PP-004485,PASSEPORT,NOUATIN,Sèmèvo Aïcha,2008-03-21,F,0206,HOUNKPATIN Chimène
AN-004486,ACTE_NAISSANCE,YAROU,Judith Prudence,1964-04-12,F,1002,ADANDE Sènami
AN-004487,ACTE_NAISSANCE,TOSSOU,Brice,2003-06-22,M,0703,AHOYO Sèmèvo
AN-004488,ACTE_NAISSANCE,IDRISSOU,Prudence,1990-04-07,F,0202,TOGBE Estelle
PP-004489,PASSEPORT,CODJIA,Rachidatou Nadège,2006-03-14,F,0101,HOUESSOU Sèmèvo
AN-004490,ACTE_NAISSANCE,OSSENI,Codjo,1971-06-12,M,1008,ZINSOU Gisèle
AN-004491,ACTE_NAISSANCE,ZANNOU,Ibrahim Fidèle,1998-04-17,M,1103,AHOYO Espérance
AN-004492,ACTE_NAISSANCE,QUENUM,Rachid,1976-07-20,M,0604,FASSINOU Rosine
AN-004493,ACTE_NAISSANCE,LOKONON,Estelle Rosine,1999-02-12,F,1002,TCHIBOZO Judith
AN-004494,ACTE_NAISSANCE,GBAGUIDI,Koffi Ibrahim,1991-08-23,M,1002,QUENUM Sèmèvo
AN-004495,ACTE_NAISSANCE,HOUESSOU,Moussa Fabrice,2003-05-23,M,0403,ASSOGBA Sènami
PP-004496,PASSEPORT,YAROU,Codjo,1971-11-15,M,0603,KIKI Sèmèvo
CC-004497,CARTE_CONSULAIRE,TOGBE,Gisèle,2010-06-22,F,1102,AGOSSOU Espérance
AN-004498,ACTE_NAISSANCE,SOULEY,Moussa Koffi,1966-06-10,M,0904,HOUNGBO Sènami
PP-004499,PASSEPORT,QUENUM,Arnaud,1987-03-15,M,0604,YAROU Sylvie
PP-004500,PASSEPORT,SOULEY,Mariam,1984-12-13,F,1208,KOUKPAKI Carine
PP-004501,PASSEPORT,HOUNKPATIN,Espérance,1993-07-28,F,0203,BONI Salamatou
CC-004502,CARTE_CONSULAIRE,GLELE,Gildas,2023-06-30,M,0702,BIO Estelle
AN-004503,ACTE_NAISSANCE,ALLADAYE,Espérance,1953-12-10,F,0102,CODJIA Prudence
AN-004504,ACTE_NAISSANCE,AHOYO,Romaric,2005-01-24,M,1006,TOSSOU Ayaba
PP-004505,PASSEPORT,HOUNGBO,Espérance,2010-08-24,F,0208,CODJIA Sènami
AN-004506,ACTE_NAISSANCE,GLELE,Sylvie,1999-01-31,F,0602,BIO Aïcha
AN-004507,ACTE_NAISSANCE,GBAGUIDI,Brice Romaric,1990-03-09,M,0602,YAROU Nadège
PP-004508,PASSEPORT,HOUNGBO,Salamatou,2015-02-20,F,1101,AGOSSOU Fatoumata
AN-004509,ACTE_NAISSANCE,VODOUNON,Rachid Comlan,2002-04-20,M,1102,TOSSOU Bernice
AN-004510,ACTE_NAISSANCE,IDRISSOU,Ibrahim Brice,2002-08-30,M,0307,HOUESSOU Flore
PP-004511,PASSEPORT,ZANNOU,Aïcha,1997-02-16,F,0906,SAGBO Mariam
AN-004512,ACTE_NAISSANCE,ADANDE,Nadège,1981-08-05,F,0601,LOKONON Flore
AN-004513,ACTE_NAISSANCE,QUENUM,Espérance Ayaba,1965-04-23,F,0503,CHABI Sylvie
AN-004514,ACTE_NAISSANCE,KOUKPAKI,Rachidatou,1992-06-07,F,1202,YAROU Nadège
AN-004515,ACTE_NAISSANCE,CODJIA,Gisèle Sèmèvo,1983-02-22,F,0105,CHABI Aïcha
AN-004516,ACTE_NAISSANCE,SOSSOU,Chimène Ayaba,1952-02-25,F,0503,ASSOGBA Mariam
CC-004517,CARTE_CONSULAIRE,AHOUANSOU,Ghislain,2012-08-27,M,1101,ASSOGBA Nadège
PP-004518,PASSEPORT,BONI,Nadège,1954-12-20,F,1102,CODJIA Sènami
AN-004519,ACTE_NAISSANCE,AHOUANSOU,Koffi,1991-03-15,M,0702,DOSSOU Flore
AN-004520,ACTE_NAISSANCE,BONI,Bernice,1976-08-15,F,0505,HOUNSOU Chimène
PP-004521,PASSEPORT,IDRISSOU,Gisèle,1979-07-19,F,1202,QUENUM Rosine
AN-004522,ACTE_NAISSANCE,HOUESSOU,Espérance,2010-04-20,F,1202,KOUKPAKI Chimène
AN-004523,ACTE_NAISSANCE,ALLADAYE,Mariam Carine,2003-03-14,F,0202,GBAGUIDI Chimène
CC-004524,CARTE_CONSULAIRE,SAGBO,Espérance,1967-08-30,F,0603,SOSSOU Sylvie
AN-004525,ACTE_NAISSANCE,DANSOU,Mariam,2003-12-06,F,0104,QUENUM Judith
CC-004526,CARTE_CONSULAIRE,AHOYO,Sèmèvo Salamatou,1976-02-05,F,1209,TOGBE Aïcha
AN-004527,ACTE_NAISSANCE,BIO,Aïcha,1984-09-26,F,1105,BONI Sylvie
AN-004528,ACTE_NAISSANCE,ADANDE,Flore,2001-07-18,F,0206,CHABI Chimène
AN-004529,ACTE_NAISSANCE,ADJOVI,Ulrich,1981-07-12,M,0905,ADJOVI Judith
PP-004530,PASSEPORT,AKPOVI,Arnaud,2013-03-05,M,1001,ASSOGBA Aïcha
AN-004531,ACTE_NAISSANCE,AGBODJAN,Justin Rachid,1982-04-25,M,1005,KIKI Fatoumata
AN-004532,ACTE_NAISSANCE,IDRISSOU,Ayaba,2020-11-25,F,0605,QUENUM Ayaba
PP-004533,PASSEPORT,HOUNKPATIN,Mahougnon,2003-01-10,M,0505,CHABI Carine
AN-004534,ACTE_NAISSANCE,TOSSOU,Bienvenu Yves,1992-07-07,M,0406,CODJIA Ayaba
AN-004535,ACTE_NAISSANCE,AMOUSSOU,Fidèle Ulrich,2014-11-08,M,0505,LOKONON Rachidatou
AN-004536,ACTE_NAISSANCE,HOUNGBO,Mahougnon,2006-04-20,M,0606,AGBODJAN Carine
PP-004537,PASSEPORT,DOSSOU,Koffi,1949-05-07,M,0101,GBAGUIDI Judith
AN-004538,ACTE_NAISSANCE,SOSSOU,Gisèle Sèmèvo,1987-12-14,F,0403,FASSINOU Aïcha
AN-004539,ACTE_NAISSANCE,HOUNGBO,Gildas,2007-04-01,M,1005,SOULEY Chimène
AN-004540,ACTE_NAISSANCE,KOUKPAKI,Prudence Sènami,2005-02-16,F,0101,GBAGUIDI Mariam
CC-004541,CARTE_CONSULAIRE,ALLADAYE,Sylvie Rosine,1953-09-04,F,0704,TOSSOU Sènami
AN-004542,ACTE_NAISSANCE,QUENUM,Mahougnon,1942-08-05,M,1009,ZANNOU Sènami
AN-004543,ACTE_NAISSANCE,CHABI,Sèmèvo,1980-10-13,F,0605,SAGBO Gisèle
CC-004544,CARTE_CONSULAIRE,AGOSSOU,Rachid,1990-07-01,M,0407,MENSAH Sèmèvo
AN-004545,ACTE_NAISSANCE,FASSINOU,Flore,1946-04-29,F,0308,VODOUNON Aïcha
AN-004546,ACTE_NAISSANCE,HOUNKPATIN,Arnaud,2007-04-02,M,0407,AGBODJAN Fatoumata
AN-004547,ACTE_NAISSANCE,NOUATIN,Judith Rachidatou,2020-02-10,F,0702,QUENUM Rachidatou
AN-004548,ACTE_NAISSANCE,AHOYO,Moussa,1981-06-08,M,1001,CHABI Nadège
CC-004549,CARTE_CONSULAIRE,SOULEY,Mahougnon,1988-01-30,M,0305,TOGBE Mariam
CC-004550,CARTE_CONSULAIRE,KPADONOU,Arnaud,1999-10-18,M,0801,HOUNGBO Carine
AN-004551,ACTE_NAISSANCE,TOSSOU,Rodrigue Rachid,2006-11-01,M,0906,KOUKPAKI Sylvie
AN-004552,ACTE_NAISSANCE,BIO,Fidèle,1988-07-05,M,0307,AHOUANSOU Ayaba
PP-004553,PASSEPORT,DOSSOU,Aïcha Bernice,1966-08-01,F,1204,OSSENI Rachidatou
AN-004554,ACTE_NAISSANCE,AHOUANSOU,Ghislain Rachid,2020-07-16,M,0406,SAGBO Carine
PP-004555,PASSEPORT,HOUNKPATIN,Ayaba Chimène,1995-05-22,F,0902,ZANNOU Rachidatou
PP-004556,PASSEPORT,SAGBO,Rachid,1987-06-30,M,1006,CHABI Nadège
AN-004557,ACTE_NAISSANCE,CODJIA,Gildas,2014-04-14,M,1102,ADANDE Flore
AN-004558,ACTE_NAISSANCE,MENSAH,Serge Comlan,1967-06-09,M,0903,LOKONON Rachidatou
AN-004559,ACTE_NAISSANCE,HOUNSOU,Brice,2005-05-16,M,0604,LOKONON Mariam
PP-004560,PASSEPORT,SAGBO,Aïcha Sènami,1947-02-02,F,0406,KIKI Sèmèvo
AN-004561,ACTE_NAISSANCE,OSSENI,Brice,1971-07-31,M,0308,ZINSOU Nadège
AN-004562,ACTE_NAISSANCE,LOKONON,Moussa,2004-09-29,M,0502,QUENUM Fatoumata
AN-004563,ACTE_NAISSANCE,SOSSOU,Bernice,1964-10-15,F,0302,HOUNSOU Carine
AN-004564,ACTE_NAISSANCE,ADANDE,Judith Bernice,1972-10-18,F,1203,TOSSOU Aïcha
AN-004565,ACTE_NAISSANCE,SOSSOU,Fatoumata Sèmèvo,2013-09-28,F,0306,KOUKPAKI Aïcha
PP-004566,PASSEPORT,AKPOVI,Aïcha,2005-07-01,F,0502,SOULEY Rachidatou
AN-004567,ACTE_NAISSANCE,BONI,Fatoumata,1966-02-24,F,1008,SAGBO Sèmèvo
AN-004568,ACTE_NAISSANCE,SAGBO,Rachid Fidèle,1965-10-30,M,0603,TCHIBOZO Gisèle
AN-004569,ACTE_NAISSANCE,HOUNSOU,Bienvenu,2001-03-21,M,0302,OSSENI Judith
AN-004570,ACTE_NAISSANCE,CODJIA,Judith,1988-11-28,F,0306,TCHIBOZO Aïcha
AN-004571,ACTE_NAISSANCE,GLELE,Koffi Gildas,2024-08-10,M,1208,AGBODJAN Salamatou
AN-004572,ACTE_NAISSANCE,GBAGUIDI,Comlan,1962-07-27,M,0704,KPADONOU Salamatou
AN-004573,ACTE_NAISSANCE,NOUATIN,Bienvenu Fabrice,1986-11-18,M,0209,DANSOU Estelle
AN-004574,ACTE_NAISSANCE,GBAGUIDI,Ibrahim,1955-08-08,M,0105,VODOUNON Espérance
AN-004575,ACTE_NAISSANCE,TCHIBOZO,Sèmèvo,2001-05-09,F,0403,YAROU Mariam
CC-004576,CARTE_CONSULAIRE,ASSOGBA,Gildas Fidèle,2001-08-28,M,0101,ADANDE Rosine
AN-004577,ACTE_NAISSANCE,DANSOU,Rachidatou,1962-01-13,F,0203,SAGBO Salamatou
CC-004578,CARTE_CONSULAIRE,AHOYO,Rachid Koffi,2002-07-28,M,1202,FASSINOU Salamatou
AN-004579,ACTE_NAISSANCE,KPADONOU,Judith,1971-06-05,F,0301,VODOUNON Nadège
PP-004580,PASSEPORT,AHOUANSOU,Rodrigue,1969-11-14,M,0905,TCHIBOZO Estelle
AN-004581,ACTE_NAISSANCE,BONI,Ibrahim,1983-11-24,M,1209,AHOUANSOU Rosine
AN-004582,ACTE_NAISSANCE,HOUNSOU,Carine,1995-12-04,F,1206,TOGBE Fatoumata
CC-004583,CARTE_CONSULAIRE,AKPOVI,Prudence,1966-08-26,F,0106,AHOUANSOU Rosine
CC-004584,CARTE_CONSULAIRE,GLELE,Mahougnon,1990-09-15,M,0601,ADANDE Rachidatou
AN-004585,ACTE_NAISSANCE,TCHIBOZO,Brice,1994-06-27,M,1003,YAROU Bernice
PP-004586,PASSEPORT,AMOUSSOU,Salamatou,2006-04-18,F,0307,AHOYO Rosine
AN-004587,ACTE_NAISSANCE,SOULEY,Rosine,1937-02-18,F,0906,CODJIA Prudence
AN-004588,ACTE_NAISSANCE,HOUNKPATIN,Arnaud,2017-02-25,M,0702,TCHIBOZO Nadège
AN-004589,ACTE_NAISSANCE,SOULEY,Yves,1959-01-31,M,0101,TOGBE Judith
AN-004590,ACTE_NAISSANCE,ALLADAYE,Bernice Chimène,1993-06-19,F,1103,SAGBO Carine
AN-004591,ACTE_NAISSANCE,NOUATIN,Chimène Nadège,1967-10-31,F,0206,AHOYO Fatoumata
AN-004592,ACTE_NAISSANCE,AGBODJAN,Arnaud Fabrice,2000-06-02,M,0702,AGOSSOU Ayaba
PP-004593,PASSEPORT,ADJOVI,Ayaba,2010-12-18,F,0203,OSSENI Espérance
PP-004594,PASSEPORT,ZINSOU,Estelle,1968-03-08,F,1209,TOGBE Nadège
PP-004595,PASSEPORT,DANSOU,Gildas,1992-01-08,M,1207,ADANDE Ayaba
AN-004596,ACTE_NAISSANCE,FASSINOU,Chimène,1984-12-05,F,0506,HOUNSOU Espérance
AN-004597,ACTE_NAISSANCE,TOSSOU,Mahougnon,1993-07-22,M,0606,ASSOGBA Estelle
AN-004598,ACTE_NAISSANCE,TOGBE,Serge,2007-02-22,M,0105,TCHIBOZO Fatoumata
PP-004599,PASSEPORT,FASSINOU,Fatoumata Bernice,1963-11-18,F,0307,DOSSOU Rachidatou
AN-004600,ACTE_NAISSANCE,SOSSOU,Ayaba,1944-02-16,F,1009,ALLADAYE Rachidatou
AN-004601,ACTE_NAISSANCE,GBAGUIDI,Sylvie,2001-02-01,F,0201,KIKI Estelle
CC-004602,CARTE_CONSULAIRE,ZANNOU,Rachidatou,2000-06-06,F,1007,AHOYO Fatoumata
AN-004603,ACTE_NAISSANCE,TOGBE,Ayaba,2016-03-08,F,0905,SOSSOU Chimène
AN-004604,ACTE_NAISSANCE,NOUATIN,Fatoumata,1977-02-18,F,0206,DOSSOU Carine
PP-004605,PASSEPORT,GBAGUIDI,Sylvie Chimène,2006-11-04,F,1002,QUENUM Gisèle
AN-004606,ACTE_NAISSANCE,NOUATIN,Ulrich,1961-02-15,M,0209,BONI Sènami
AN-004607,ACTE_NAISSANCE,AKPOVI,Flore,1981-06-07,F,0704,VODOUNON Prudence
AN-004608,ACTE_NAISSANCE,ZANNOU,Koffi,1949-10-09,M,0203,GLELE Bernice
AN-004609,ACTE_NAISSANCE,ZINSOU,Mariam,1981-02-18,F,0701,HOUNKPATIN Aïcha
AN-004610,ACTE_NAISSANCE,ASSOGBA,Sènami Sèmèvo,1995-05-07,F,0105,HOUNGBO Prudence
AN-004611,ACTE_NAISSANCE,ALLADAYE,Chimène Gisèle,2004-01-17,F,0401,IDRISSOU Aïcha
AN-004612,ACTE_NAISSANCE,GLELE,Rodrigue Fabrice,2007-08-05,M,0606,ADANDE Salamatou
AN-004613,ACTE_NAISSANCE,AHOUANSOU,Gildas,2010-03-22,M,1102,VODOUNON Bernice
AN-004614,ACTE_NAISSANCE,BIO,Serge,2017-02-15,M,0305,ADJOVI Rachidatou
CC-004615,CARTE_CONSULAIRE,ALLADAYE,Ulrich,1969-06-20,M,1002,HOUNGBO Mariam
PP-004616,PASSEPORT,YAROU,Rachid,1960-11-28,M,0903,QUENUM Nadège
CC-004617,CARTE_CONSULAIRE,OSSENI,Ghislain,1996-06-03,M,0905,OSSENI Judith
AN-004618,ACTE_NAISSANCE,KPADONOU,Flore Nadège,1957-07-14,F,1001,ADANDE Salamatou
PP-004619,PASSEPORT,DANSOU,Rosine,1982-12-30,F,0605,YAROU Aïcha
AN-004620,ACTE_NAISSANCE,SOSSOU,Gisèle,2005-07-26,F,0303,SAGBO Chimène
AN-004621,ACTE_NAISSANCE,CODJIA,Sènami,1947-03-30,F,0905,GLELE Chimène
AN-004622,ACTE_NAISSANCE,KPADONOU,Ghislain,2002-06-16,M,0505,ALLADAYE Aïcha
AN-004623,ACTE_NAISSANCE,LOKONON,Ibrahim,1996-11-17,M,1004,ASSOGBA Chimène
AN-004624,ACTE_NAISSANCE,HOUNSOU,Arnaud,1974-05-17,M,0503,ZINSOU Judith
AN-004625,ACTE_NAISSANCE,AGOSSOU,Salamatou Sylvie,1999-04-21,F,0403,GLELE Judith
CC-004626,CARTE_CONSULAIRE,SOULEY,Rachidatou,1986-05-20,F,1104,ADANDE Bernice
CC-004627,CARTE_CONSULAIRE,FASSINOU,Salamatou,1995-12-10,F,0605,SOULEY Flore
CC-004628,CARTE_CONSULAIRE,IDRISSOU,Rodrigue,2012-03-25,M,0304,HOUNKPATIN Prudence
AN-004629,ACTE_NAISSANCE,QUENUM,Mariam,1989-06-09,F,0209,MENSAH Espérance
AN-004630,ACTE_NAISSANCE,ZINSOU,Gisèle,2011-06-07,F,0307,ADANDE Fatoumata
