id_enrolement,id_piece,type_piece,agent_id,centre_enrolement,date_enrolement,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere,telephone
ENR-004382,PP-004335,PASSEPORT,AG029,Bohicon,2026-04-20,OSSENI,Sèmèvo,1979-02-09,F,0308,KIKI Gisèle,0195604082
ENR-004383,AN-004622,ACTE_NAISSANCE,AG037,Cotonou,2026-04-20,KPADONOU,Ghislain,2002-06-16,M,0505,ALLADAYE Aïcha,0161296370
ENR-004384,AN-000250,ACTE_NAISSANCE,AG002,Abomey-Calavi,2026-04-21,KPADONOU,Fidèle,1980-05-12,M,1104,CODJIA Mariam,
ENR-004385,AN-000716,ACTE_NAISSANCE,AG001,Cotonou,2026-04-21,HOUNKPATIN,Arnaud Brice,1962-04-28,M,0402,ASSOGBA Nadège,0177682456
ENR-004386,AN-001981,ACTE_NAISSANCE,AG029,Bohicon,2026-04-21,FASSINOU,Sèmèvo,1970-06-20,F,0504,BIO Chimène,0113415158
ENR-004387,CC-002083,CARTE_CONSULAIRE,AG028,Parakou,2026-04-21,DANSOU,Ibrahim,1956-02-16,M,0503,AHOYO Espérance,0150086271
ENR-004388,AN-002546,ACTE_NAISSANCE,AG009,Ouidah,2026-04-21,VODOUNON,Carine Sènami,1989-10-11,F,0402,ADANDE Gisèle,0128609238
ENR-004389,PP-004639,PASSEPORT,AG012,Aplahoué,2026-04-21,ADANDE,Mahougnon Koffi,1987-10-19,M,0506,HOUESSOU Fatoumata,0143561774
ENR-004390,AN-004885,ACTE_NAISSANCE,AG016,Parakou,2026-04-21,HOUNSOU,Mariam,1979-10-13,F,1006,ZANNOU Flore,
ENR-004391,AN-000849,ACTE_NAISSANCE,AG003,Porto-Novo,2026-04-22,KPADONOU,Rosine Rachidatou,1987-06-07,F,0905,AGOSSOU Chimène,0140701430
ENR-004392,AN-001304,ACTE_NAISSANCE,AG013,Cotonou,2026-04-22,BIO,  Yves ,1988-11-15,M,0501,VODOUNON Carine,0181319520
ENR-004393,CC-001519,CARTE_CONSULAIRE,AG040,Parakou,2026-04-22,KPADONOU,Flore Carine,1978-10-22,F,1205,SAGBO Gisèle,0109572246
ENR-004394,AN-002453,ACTE_NAISSANCE,AG033,Ouidah,2026-04-22,HOUNSOU,Yves,2014-10-04,M,0106,DOSSOU Chimène,0112597198
ENR-004395,AN-002461,ACTE_NAISSANCE,AG028,Parakou,2026-04-22,HOUNGBO,Gildas,1968-12-09,M,0103,SAGBO Gisèle,0184131622
ENR-004396,AN-003709,ACTE_NAISSANCE,AG038,Abomey-Calavi,2026-04-22,ZINSOU,Comlan,1991-04-17,M,1105,ZANNOU Carine,0138063917
ENR-004397,CC-004859,CARTE_CONSULAIRE,AG030,Natitingou,2026-04-22,AHOYO,Rodrigue,2012-12-26,M,0701,AHOYO Aïcha,0182764886
ENR-004398,AN-000185,ACTE_NAISSANCE,AG038,Abomey-Calavi,2026-04-23,TOGBE,Codjo,2000-06-14,M,0205,QUENUM Ayaba,0100546598
ENR-004399,AN-000244,ACTE_NAISSANCE,AG007,Djougou,2026-04-23,yarou,Salamatou,1980-02-01,F,1205,HOUNKPATIN Salamatou,0164115776
ENR-004400,CC-000867,CARTE_CONSULAIRE,AG006,Natitingou,2026-04-23,BONI,Salamatou,1992-01-04,F,0604,ASSOGBA Prudence,0109796554
ENR-004401,AN-001033,ACTE_NAISSANCE,AG005,Bohicon,2026-04-23,ADANDE,Brice Codjo,2008-06-18,M,1202,CHABI Judith,
ENR-004402,AN-001035,ACTE_NAISSANCE,AG018,Natitingou,2026-04-23,GBAGUIDI,Romaric,2001-04-06,M,1007,VODOUNON Rosine,0191248002
ENR-004403,AN-001462,ACTE_NAISSANCE,AG010,Kandi,2026-04-23,ADJOVI,Sylvie,1977-06-07,F,0407,SOSSOU Carine,0106144991
ENR-004404,AN-001534,ACTE_NAISSANCE,AG003,Porto-Novo,2026-04-23,ADJOVI,Mariam Sèmèvo,2007-05-29,F,0904,GBAGUIDI Espérance,0111841683
ENR-004405,AN-001699,ACTE_NAISSANCE,AG013,Cotonou,2026-04-23,MENSAH,Chimène Ayaba,1946-11-25,F,1008,QUENUM Nadège,0173783201
ENR-004406,AN-002042,ACTE_NAISSANCE,AG030,Natitingou,2026-04-23,ADANDE,Prudence Carine,1994-12-17,F,1006,AHOYO Sènami,0176491899
ENR-004407,AN-002334,ACTE_NAISSANCE,AG006,Natitingou,2026-04-23,VODOUNON,Estelle,2015-03-19,F,0904,FASSINOU Prudence,0103988096
ENR-004408,AN-003008,ACTE_NAISSANCE,AG024,Aplahoué,2026-04-23,OSSENI,Mahougnon,2001-12-26,M,1102,KOUKPAKI Rosine,
ENR-004409,AN-003274,ACTE_NAISSANCE,AG024,Aplahoué,2026-04-23,SAGBO,  Prudence   Judith ,1978-12-10,F,1206,AGOSSOU Sylvie,
ENR-004410,AN-003357,ACTE_NAISSANCE,AG005,Bohicon,2026-04-23,GLELE,Ayaba,1992-01-19,F,1001,VODOUNON Espérance,0183538374
ENR-004411,AN-003394,ACTE_NAISSANCE,AG036,Aplahoué,2026-04-23,HOUNSOU,Chimène,2013-11-11,F,0702,IDRISSOU Sènami,0141000101
ENR-004412,AN-004156,ACTE_NAISSANCE,AG003,Porto-Novo,2026-04-23,DOSSOU,Rodrigue Comlan,1987-06-20,M,0703,KPADONOU Rachidatou,0102616627
ENR-004413,PP-004739,PASSEPORT,AG008,Lokossa,2026-04-23,QUENUM,Gildas Rodrigue,2019-11-22,M,0702,ASSOGBA Flore,0149531359
ENR-004414,AN-000133,ACTE_NAISSANCE,AG032,Lokossa,2026-04-24,ADANDE,Sèmèvo,2003-09-27,F,0505,SAGBO Sylvie,0136804310
ENR-004415,AN-001217,ACTE_NAISSANCE,AG002,Abomey-Calavi,2026-04-24,AGBODJAN,Rosine,1976-08-31,F,1006,NOUATIN Aïcha,0168915093
ENR-004416,PP-001386,PASSEPORT,AG019,Djougou,2026-04-24,KOUKPAKI,Fatoumata,1978-10-08,F,0401,ZINSOU Mariam,0172447126
ENR-004417,AN-002439,ACTE_NAISSANCE,AG002,Abomey-Calavi,2026-04-24,MENSAH,Comlan Rodrigue,1995-04-10,M,0506,CODJIA Judith,
ENR-004418,AN-002757,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2026-04-24,YAROU,Rosine Sèmèvo,1996-10-12,F,0209,VODOUNON Judith,0168482370
ENR-004419,AN-002887,ACTE_NAISSANCE,AG001,Cotonou,2026-04-24,HOUNKPATIN,Ulrich Yves,2007-02-25,M,0506,NOUATIN Flore,0135095322
ENR-004420,AN-003557,ACTE_NAISSANCE,AG030,Natitingou,2026-04-24,SOULEY,Moussa,2003-03-27,M,0703,KPADONOU Sènami,0184103253
ENR-004421,AN-003591,ACTE_NAISSANCE,AG027,Porto-Novo,2026-04-24,OSSENI,Ayaba,2000-02-19,F,0401,BONI Sylvie,0163608004
ENR-004422,AN-004324,ACTE_NAISSANCE,AG037,Cotonou,2026-04-24,HOUNKPATIN,Gildas,1995-06-13,M,1007,ZANNOU Salamatou,0194756661
ENR-004423,AN-004703,ACTE_NAISSANCE,AG008,Lokossa,2026-04-24,GBAGUIDI,Fatoumata,1984-09-13,F,0406,DOSSOU Rosine,0187057604
ENR-004424,AN-001774,ACTE_NAISSANCE,AG037,Cotonou,2026-04-25,AMOUSSOU,Rosine,1951-03-21,F,1007,AMOUSSOU Judith,0152422148
ENR-004425,AN-002068,ACTE_NAISSANCE,AG004,Parakou,2026-04-25,GBAGUIDI,Moussa,1979-02-22,M,1001,BIO Estelle,0171140101
ENR-004426,AN-002881,ACTE_NAISSANCE,AG010,Kandi,2026-04-25,MENSAH,Rachidatou,2016-02-05,F,1202,ZINSOU Nadège,0186503622
ENR-004427,AN-003496,ACTE_NAISSANCE,AG016,Parakou,2026-04-25,SAGBO,Ghislain,2006-01-30,M,0504,VODOUNON Aïcha,0143423493
ENR-004428,PP-004083,PASSEPORT,AG003,Porto-Novo,2026-04-25,AGBODJAN,Nadège,1997-02-08,F,1104,AGOSSOU Prudence,0111961983
ENR-004429,AN-004876,ACTE_NAISSANCE,AG040,Parakou,2026-04-25,HOUNKPATIN,Ulrich Serge,2012-01-19,M,0408,CODJIA Ayaba,0190689544
ENR-004430,AN-000517,ACTE_NAISSANCE,AG021,Ouidah,2026-04-26,DOSSOU,Brice Mahougnon,1996-01-15,M,0904,ADANDE Nadège,0134486930
ENR-004431,AN-002792,ACTE_NAISSANCE,AG026,Abomey-Calavi,2026-04-26,BIO,  Mahougnon   Yves ,1942-08-24,M,0504,ADANDE Salamatou,
ENR-004432,AN-002988,ACTE_NAISSANCE,AG019,Djougou,2026-04-26,TOSSOU,Ayaba Sèmèvo,2001-01-08,F,0206,ZINSOU Bernice,0175668567
ENR-004433,AN-004120,ACTE_NAISSANCE,AG018,Natitingou,2026-04-26,AGOSSOU,Espérance,1961-04-11,F,0605,KOUKPAKI Carine,0189561772
ENR-004434,AN-004226,ACTE_NAISSANCE,AG028,Parakou,2026-04-26,koukpaki,Rachidatou Estelle,1955-07-15,F,0304,AGBODJAN Judith,0139387453
ENR-004435,CC-001109,CARTE_CONSULAIRE,AG037,Cotonou,2026-04-26,LOKONON,Bernice Judith,1999-05-17,F,0105,ZINSOU Prudence,0156235180
ENR-004436,CC-000004,CARTE_CONSULAIRE,AG017,Bohicon,2026-04-27,SOSSOU,Justin Moussa,2009-01-04,M,1005,CODJIA Gisèle,0148876634
ENR-004437,AN-000605,ACTE_NAISSANCE,AG003,Porto-Novo,2026-04-27,QUENUM,Judith,1987-04-17,F,1006,OSSENI Gisèle,0194514702
ENR-004438,AN-001026,ACTE_NAISSANCE,AG008,Lokossa,2026-04-27,ASSOGBA,Fabrice,1969-08-28,M,0106,AHOYO Prudence,0123418617
ENR-004439,AN-001151,ACTE_NAISSANCE,AG002,Abomey-Calavi,2026-04-27,TOSSOU,Fabrice,2020-11-10,M,0702,HOUNKPATIN Nadège,0141377457
ENR-004440,CC-002736,CARTE_CONSULAIRE,AG029,Bohicon,2026-04-27,FASSINOU,Fabrice,1994-07-15,M,1205,AGBODJAN Fatoumata,0187145270
ENR-004441,AN-003559,ACTE_NAISSANCE,AG004,Parakou,2026-04-27,MENSAH,Rosine,2001-10-14,F,0405,TOGBE Nadège,0133345857
ENR-004442,CC-004351,CARTE_CONSULAIRE,AG018,Natitingou,2026-04-27,AHOYO,Fidèle,1992-09-11,M,0502,KPADONOU Flore,0121185584
ENR-004443,PP-004919,PASSEPORT,AG030,Natitingou,2026-04-27,FASSINOU,Moussa,1972-02-24,M,0209,AHOYO Sylvie,0133593521
ENR-004444,AN-000577,ACTE_NAISSANCE,AG030,Natitingou,2026-04-28,AMOUSSOU,Fidèle,1988-10-14,M,0703,SOULEY Aïcha,0176450382
ENR-004445,AN-000950,ACTE_NAISSANCE,AG025,Cotonou,2026-04-28,ADANDE,Rachid,2007-05-19,M,1005,IDRISSOU Flore,0143073983
ENR-004446,AN-001336,ACTE_NAISSANCE,AG038,Abomey-Calavi,2026-04-28,HOUNGBO,Prudence Judith,2007-10-11,F,0307,IDRISSOU Bernice,0143234813
ENR-004447,AN-001492,ACTE_NAISSANCE,AG017,Bohicon,2026-04-28,IDRISSOU,Fidèle,2000-05-10,M,0209,HOUNKPATIN Nadège,
ENR-004448,AN-001547,ACTE_NAISSANCE,AG016,Parakou,2026-04-28,AHOUANSOU,Aïcha Ayaba,1990-05-05,F,0905,SOULEY Aïcha,0155806564
ENR-004449,AN-001575,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2026-04-28,HOUNKPATIN,  Ghislain ,1984-09-11,M,1102,SAGBO Sènami,0143136099
ENR-004450,CC-001822,CARTE_CONSULAIRE,AG005,Bohicon,2026-04-28,FASSINOU,Comlan Ulrich,1982-03-21,M,0504,GBAGUIDI Rachidatou,0115494430
ENR-004451,AN-001972,ACTE_NAISSANCE,AG025,Cotonou,2026-04-28,FASSINOU,Carine Gisèle,2008-02-11,F,1003,MENSAH Fatoumata,0159818989
ENR-004452,AN-002682,ACTE_NAISSANCE,AG026,Abomey-Calavi,2026-04-28,HOUNSOU,Salamatou,1984-08-31,F,1004,TCHIBOZO Mariam,0172895541
ENR-004453,AN-002815,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2026-04-28,ZINSOU,Comlan,1973-05-28,M,0304,GBAGUIDI Estelle,0147415651
ENR-004454,AN-002822,ACTE_NAISSANCE,AG027,Porto-Novo,2026-04-28,ZANNOU,Mariam,1966-04-09,F,1002,LOKONON Rachidatou,0162431349
ENR-004455,AN-002841,ACTE_NAISSANCE,AG027,Porto-Novo,2026-04-28,CHABI,Romaric Ghislain,1992-05-21,M,0402,BIO Bernice,0155863594
ENR-004456,AN-004012,ACTE_NAISSANCE,AG016,Parakou,2026-04-28,HOUNKPATIN,Ibrahim,2005-09-24,M,0903,SAGBO Mariam,
ENR-004457,AN-004100,ACTE_NAISSANCE,AG006,Natitingou,2026-04-28,SOSSOU,Moussa,2001-11-17,M,0307,AGBODJAN Espérance,0175834395
ENR-004458,PP-004264,PASSEPORT,AG030,Natitingou,2026-04-28,NOUATIN,Romaric,1972-07-04,M,0602,QUENUM Sylvie,0124041286
ENR-004459,AN-004525,ACTE_NAISSANCE,AG026,Abomey-Calavi,2026-04-28,DANSOU,Mariam,2003-12-06,F,0104,QUENUM Judith,0168223839
ENR-004460,AN-004672,ACTE_NAISSANCE,AG014,Abomey-Calavi,2026-04-28,CHABI,Fidèle,1998-01-31,M,1209,ZANNOU Mariam,0113545611
ENR-004461,PP-004882,PASSEPORT,AG014,Abomey-Calavi,2026-04-28,ALLADAYE,Yves Rachid,1964-07-21,M,0204,SAGBO Sèmèvo,0106525064
ENR-004462,AN-000667,ACTE_NAISSANCE,AG039,Porto-Novo,2026-04-29,AKPOVI,Fidèle,2010-03-07,M,0407,HOUNKPATIN Salamatou,0192432225
ENR-004463,AN-000971,ACTE_NAISSANCE,AG026,Abomey-Calavi,2026-04-29,QUENUM,Bienvenu,1966-11-18,M,0603,SAGBO Sèmèvo,0173128300
ENR-004464,PP-001897,PASSEPORT,AG019,Djougou,2026-04-29,BIO,Sylvie Salamatou,1988-07-01,F,0104,KIKI Estelle,0106737768
ENR-004465,AN-001996,ACTE_NAISSANCE,AG034,Kandi,2026-04-29,OSSENI,Chimène,1990-08-23,F,1104,HOUNKPATIN Fatoumata,
ENR-004466,AN-002665,ACTE_NAISSANCE,AG032,Lokossa,2026-04-29,LOKONON,Fabrice Yves,2003-10-10,M,1205,HOUNKPATIN Nadège,
ENR-004467,PP-002681,PASSEPORT,AG023,Dassa-Zoumè,2026-04-29,ADANDE,Aïcha,1994-05-15,F,0104,KOUKPAKI Chimène,0185439639
ENR-004468,CC-003585,CARTE_CONSULAIRE,AG030,Natitingou,2026-04-29,AHOYO,Arnaud,1964-12-18,M,0403,AHOYO Carine,0104191565
ENR-004469,AN-003620,ACTE_NAISSANCE,AG007,Djougou,2026-04-29,LOKONON,Romaric Moussa,1975-12-24,M,0605,FASSINOU Sylvie,0155648858
ENR-004470,AN-000073,ACTE_NAISSANCE,AG016,Parakou,2026-04-30,BIO,Rodrigue,1995-06-12,M,0301,FASSINOU Prudence,0134370108
ENR-004471,AN-000288,ACTE_NAISSANCE,AG006,Natitingou,2026-04-30,GBAGUIDI,Sylvie Bernice,1958-09-13,F,1101,OSSENI Carine,
ENR-004472,AN-000715,ACTE_NAISSANCE,AG032,Lokossa,2026-04-30,houngbo,Moussa,1964-05-01,M,0304,HOUNKPATIN Gisèle,
ENR-004473,CC-001193,CARTE_CONSULAIRE,AG034,Kandi,2026-04-30,ADJOVI,Serge,1962-07-14,M,0207,GLELE Carine,0155554008
ENR-004474,AN-001808,ACTE_NAISSANCE,AG018,Natitingou,2026-04-30,HOUNSOU,Ibrahim Justin,1968-02-09,M,0605,ADANDE Sènami,0136128464
ENR-004475,AN-001975,ACTE_NAISSANCE,AG024,Aplahoué,2026-04-30,TCHIBOZO,Fabrice,1962-10-05,M,0407,GLELE Prudence,0194275206
ENR-004476,CC-002623,CARTE_CONSULAIRE,AG029,Bohicon,2026-04-30,SAGBO,Mahougnon Moussa,1966-12-02,M,0301,SOSSOU Flore,
ENR-004477,AN-004210,ACTE_NAISSANCE,AG007,Djougou,2026-04-30,ALLADAYE,Carine Nadège,1959-03-24,F,0906,AMOUSSOU Rosine,0148628033
ENR-004478,CC-004635,CARTE_CONSULAIRE,AG002,Abomey-Calavi,2026-04-30,AMOUSSOU,Serge,1990-01-05,M,0303,LOKONON Salamatou,0169791518
ENR-004479,CC-004901,CARTE_CONSULAIRE,AG026,Abomey-Calavi,2026-04-30,BONI,Rosine,2015-10-11,F,0407,AMOUSSOU Estelle,0162637074
ENR-004480,AN-004913,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2026-04-30,HOUNSOU,Rachidatou Bernice,1977-12-31,F,0103,AGBODJAN Bernice,
ENR-004481,AN-000383,ACTE_NAISSANCE,AG005,Bohicon,2026-05-01,HOUNKPATIN,Ulrich,1971-08-03,M,1204,LOKONON Espérance,0187038688
ENR-004482,AN-000639,ACTE_NAISSANCE,AG033,Ouidah,2026-05-01,NOUATIN,Brice,1948-10-07,M,0209,OSSENI Prudence,0110588394
ENR-004483,AN-002711,ACTE_NAISSANCE,AG031,Djougou,2026-05-01,togbe,Nadège,1964-07-11,F,0101,QUENUM Sèmèvo,0109816245
ENR-004484,AN-000235,ACTE_NAISSANCE,AG014,Abomey-Calavi,2026-05-02,LOKONON,Sèmèvo,2006-03-04,F,0604,OSSENI Carine,0133121960
ENR-004485,CC-000290,CARTE_CONSULAIRE,AG031,Djougou,2026-05-02,LOKONON,Justin Ulrich,1993-01-05,M,0902,TCHIBOZO Prudence,0176750486
ENR-004486,AN-001598,ACTE_NAISSANCE,AG024,Aplahoué,2026-05-02,DANSOU,Espérance,1992-06-12,F,1205,DANSOU Mariam,0185213450
ENR-004487,AN-002783,ACTE_NAISSANCE,AG037,Cotonou,2026-05-02,AGOSSOU,Fidèle,1969-05-13,M,1103,DOSSOU Aïcha,0131321415
ENR-004488,AN-004253,ACTE_NAISSANCE,AG006,Natitingou,2026-05-02,HOUNSOU,  Flore ,1985-07-26,F,1008,ZINSOU Espérance,0140693878
ENR-004489,AN-004380,ACTE_NAISSANCE,AG031,Djougou,2026-05-02,KIKI,Salamatou,1991-07-20,F,0503,ADJOVI Gisèle,0149778980
ENR-004490,CC-004780,CARTE_CONSULAIRE,AG033,Ouidah,2026-05-02,BIO,Ibrahim Rachid,1975-04-11,M,1204,YAROU Sènami,0127057563
ENR-004491,AN-000009,ACTE_NAISSANCE,AG030,Natitingou,2026-05-03,OSSENI,Rachid,1998-12-06,M,0605,SOSSOU Ayaba,0122983695
ENR-004492,AN-000388,ACTE_NAISSANCE,AG038,Abomey-Calavi,2026-05-03,FASSINOU,Espérance Nadège,2007-04-29,F,0204,HOUNKPATIN Prudence,0165531859
ENR-004493,AN-000431,ACTE_NAISSANCE,AG011,Dassa-Zoumè,2026-05-03,DANSOU,Sèmèvo,2011-02-15,F,0202,IDRISSOU Judith,0153185257
ENR-004494,AN-000692,ACTE_NAISSANCE,AG033,Ouidah,2026-05-03,IDRISSOU,Prudence Mariam,1996-11-19,F,0202,YAROU Nadège,0130677555
ENR-004495,CC-001273,CARTE_CONSULAIRE,AG012,Aplahoué,2026-05-03,LOKONON,Bienvenu,1984-03-13,M,0201,TOGBE Salamatou,0159355585
ENR-004496,CC-002087,CARTE_CONSULAIRE,AG005,Bohicon,2026-05-03,DANSOU,Bienvenu Romaric,1989-10-27,M,0604,ADANDE Fatoumata,0162664386
ENR-004497,PP-002269,PASSEPORT,AG032,Lokossa,2026-05-03,HOUNKPATIN,Fidèle Gildas,1991-12-02,M,0201,GBAGUIDI Carine,0145579169
ENR-004498,CC-002333,CARTE_CONSULAIRE,AG040,Parakou,2026-05-03,GLELE,Chimène,2000-09-13,F,1102,ADANDE Salamatou,0122140342
ENR-004499,PP-002919,PASSEPORT,AG034,Kandi,2026-05-03,LOKONON,Mahougnon,2015-08-12,M,0902,SAGBO Gisèle,0145774891
ENR-004500,AN-003495,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2026-05-03,DANSOU,Bernice,1993-05-22,F,1104,FASSINOU Gisèle,0133196154
ENR-004501,AN-004187,ACTE_NAISSANCE,AG013,Cotonou,2026-05-03,BIO,Rachidatou,1950-08-30,F,0103,ASSOGBA Salamatou,0191479225
ENR-004502,PP-004318,PASSEPORT,AG020,Lokossa,2026-05-03,ALLADAYE,Estelle,1993-03-23,F,0404,ZINSOU Aïcha,0169159645
ENR-004503,AN-000412,ACTE_NAISSANCE,AG038,Abomey-Calavi,2026-05-04,zannou,Rachid,1995-09-18,M,0102,ZANNOU Judith,0189565922
ENR-004504,AN-000679,ACTE_NAISSANCE,AG010,Kandi,2026-05-04,ZANNOU,Estelle Gisèle,1979-08-03,F,0503,MENSAH Sènami,0164046495
ENR-004505,AN-001121,ACTE_NAISSANCE,AG006,Natitingou,2026-05-04,ADJOVI,Fidèle,1969-05-08,M,0801,BONI Flore,0103128198
ENR-004506,AN-002074,ACTE_NAISSANCE,AG029,Bohicon,2026-05-04,GLELE,Rodrigue,2009-07-17,M,0801,ADJOVI Prudence,
ENR-004507,AN-002176,ACTE_NAISSANCE,AG014,Abomey-Calavi,2026-05-04,NOUATIN,Ghislain,1989-12-09,M,0204,BONI Carine,0181697768
ENR-004508,AN-002763,ACTE_NAISSANCE,AG008,Lokossa,2026-05-04,AMOUSSOU,Brice Gildas,2003-09-06,M,1203,AKPOVI Salamatou,0199884115
ENR-004509,AN-002975,ACTE_NAISSANCE,AG027,Porto-Novo,2026-05-04,ADANDE,Chimène,1989-08-21,F,1103,SOULEY Flore,0139548140
ENR-004510,AN-004447,ACTE_NAISSANCE,AG003,Porto-Novo,2026-05-04,AMOUSSOU,Comlan,2009-03-31,M,1104,ADJOVI Salamatou,0169332364
ENR-004511,AN-004538,ACTE_NAISSANCE,AG034,Kandi,2026-05-04,SOSSOU,Gisèle Sèmèvo,1987-12-14,F,0403,FASSINOU Aïcha,0164039763
ENR-004512,AN-004856,ACTE_NAISSANCE,AG024,Aplahoué,2026-05-04,ALLADAYE,Ayaba Flore,1961-04-25,F,0606,KIKI Salamatou,0162370681
ENR-004513,AN-000150,ACTE_NAISSANCE,AG003,Porto-Novo,2026-05-05,AGOSSOU,Estelle,1989-11-08,F,0105,HOUNKPATIN Rachidatou,0197757488
ENR-004514,CC-000180,CARTE_CONSULAIRE,AG018,Natitingou,2026-05-05,AGBODJAN,Mariam,2013-03-16,F,0102,SAGBO Carine,0107514293
ENR-004515,AN-000335,ACTE_NAISSANCE,AG007,Djougou,2026-05-05,GLELE,Ghislain,2007-08-17,M,1008,HOUNGBO Chimène,0111496235
ENR-004516,AN-000472,ACTE_NAISSANCE,AG040,Parakou,2026-05-05,ZANNOU,Gildas,2000-12-01,M,1102,HOUNKPATIN Sylvie,
ENR-004517,AN-001441,ACTE_NAISSANCE,AG006,Natitingou,2026-05-05,SOULEY,Espérance,1958-05-09,F,1207,BONI Sèmèvo,0109944760
ENR-004518,AN-001984,ACTE_NAISSANCE,AG007,Djougou,2026-05-05,AHOYO,Salamatou Ayaba,2024-08-28,F,0401,BIO Gisèle,0190239523
ENR-004519,AN-002126,ACTE_NAISSANCE,AG031,Djougou,2026-05-05,ZINSOU,Gisèle,2009-03-15,F,0207,NOUATIN Bernice,0118895060
ENR-004520,PP-002938,PASSEPORT,AG003,Porto-Novo,2026-05-05,IDRISSOU,Carine,1995-09-16,F,0307,CODJIA Carine,0143637664
ENR-004521,AN-003356,ACTE_NAISSANCE,AG021,Ouidah,2026-05-05,CODJIA,Ghislain Yves,1957-12-10,M,0902,BONI Chimène,0137780160
ENR-004522,CC-003642,CARTE_CONSULAIRE,AG033,Ouidah,2026-05-05,GLELE,Chimène,1951-01-17,F,0301,SOSSOU Mariam,01O2029845
ENR-004523,AN-003893,ACTE_NAISSANCE,AG028,Parakou,2026-05-05,AGOSSOU,Bienvenu,2009-05-04,M,1008,VODOUNON Sèmèvo,0171739136
ENR-004524,AN-004205,ACTE_NAISSANCE,AG008,Lokossa,2026-05-05,SOULEY,Ghislain,1978-08-18,M,0402,DANSOU Flore,
ENR-004525,PP-004824,PASSEPORT,AG031,Djougou,2026-05-05,CODJIA,Justin,1990-09-30,M,1206,TOGBE Bernice,
ENR-004526,AN-000272,ACTE_NAISSANCE,AG009,Ouidah,2026-05-06,KPADONOU,Espérance,2004-04-23,F,0301,CHABI Rachidatou,0160528002
ENR-004527,PP-001660,PASSEPORT,AG011,Dassa-Zoumè,2026-05-06,BONI,Bernice Espérance,1993-07-24,F,0906,HOUESSOU Ayaba,0114808393
ENR-004528,AN-001959,ACTE_NAISSANCE,AG022,Kandi,2026-05-06,ZINSOU,Rachid,1980-05-30,M,0204,AHOUANSOU Salamatou,
ENR-004529,AN-002500,ACTE_NAISSANCE,AG032,Lokossa,2026-05-06,AMOUSSOU,Justin Fabrice,1994-12-29,M,0703,GLELE Estelle,0131575754
ENR-004530,CC-004267,CARTE_CONSULAIRE,AG029,Bohicon,2026-05-06,HOUNKPATIN,Koffi,1983-12-17,M,1005,ADJOVI Nadège,0107062146
ENR-004531,PP-004986,PASSEPORT,AG004,Parakou,2026-05-06,ZANNOU,Aïcha Judith,1971-08-12,F,0405,KIKI Rosine,0107384972
ENR-004532,AN-000345,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2026-05-07,DANSOU,Rachidatou Prudence,1951-09-17,F,0501,CHABI Ayaba,0164417028
ENR-004533,CC-000536,CARTE_CONSULAIRE,AG022,Kandi,2026-05-07,KIKI,Salamatou,1975-11-23,F,0301,CODJIA Sèmèvo,0182254898
ENR-004534,AN-002971,ACTE_NAISSANCE,AG002,Abomey-Calavi,2026-05-07,TOGBE,Judith,2006-06-27,F,0606,GBAGUIDI Ayaba,0192203066
ENR-004535,AN-003048,ACTE_NAISSANCE,AG018,Natitingou,2026-05-07,AHOYO,Nadège,2005-09-11,F,1205,VODOUNON Rosine,0123114174
ENR-004536,AN-003379,ACTE_NAISSANCE,AG024,Aplahoué,2026-05-07,AHOYO,Serge,1962-07-02,M,0207,AMOUSSOU Ayaba,0134273004
ENR-004537,AN-004071,ACTE_NAISSANCE,AG004,Parakou,2026-05-07,TCHIBOZO,Nadège,2004-11-24,F,0906,DOSSOU Sènami,0156054676
ENR-004538,AN-004519,ACTE_NAISSANCE,AG030,Natitingou,2026-05-07,ahouansou,Koffi,1991-03-15,M,0702,DOSSOU Flore,0102661842
ENR-004539,PP-004699,PASSEPORT,AG012,Aplahoué,2026-05-07,CODJIA,Brice,2014-04-01,M,1003,CHABI Sènami,0175967474
ENR-004540,AN-000738,ACTE_NAISSANCE,AG008,Lokossa,2026-05-08,CHABI,Nadège Aïcha,1983-04-13,F,0205,LOKONON Rosine,0153375556
ENR-004541,AN-003214,ACTE_NAISSANCE,AG008,Lokossa,2026-05-08,VODOUNON,Ayaba Estelle,1970-01-27,F,1207,ZANNOU Aïcha,
ENR-004542,AN-004000,ACTE_NAISSANCE,AG040,Parakou,2026-05-08,BONI,Serge,2004-11-30,M,0405,YAROU Chimène,0130481930
ENR-004543,AN-004239,ACTE_NAISSANCE,AG027,Porto-Novo,2026-05-08,AHOUANSOU,Carine Aïcha,2019-03-04,F,0701,ADANDE Sylvie,
ENR-004544,AN-004945,ACTE_NAISSANCE,AG018,Natitingou,2026-05-08,YAROU,Gildas,1998-07-15,M,0408,TOGBE Chimène,0144519952
ENR-004545,CC-004966,CARTE_CONSULAIRE,AG038,Abomey-Calavi,2026-05-08,IDRISSOU,Fatoumata,1982-01-24,F,0801,AGOSSOU Sylvie,0158821438
